study_hours,assignments_pending,exam_pressure,academic_performance,sleep_hours,exercise_days_per_week,social_interactions_per_week,screen_time_hours,anxiety_level,financial_stress,family_support,peer_pressure,extracurricular_activities,relationship_issues,stress_score,stress_level
8.3,3,9,1,9.7,6,8,2.2,9,4,7,8,1,2,100.0,3
7.1,11,2,9,7.4,3,3,3.1,3,5,8,10,2,0,49.8,1
3.6,11,9,5,4.8,0,14,2.1,10,7,4,3,2,1,100.0,3
12.6,5,10,1,5.0,0,10,6.0,4,6,2,4,0,0,100.0,3
7.4,2,2,7,7.9,3,0,11.9,10,4,10,4,1,0,60.3,2
4.3,14,9,9,8.1,4,17,12.8,8,4,2,5,1,0,100.0,3
6.4,3,6,1,5.1,3,0,1.9,6,10,3,3,2,0,100.0,3
7.0,14,9,10,5.4,6,7,9.2,7,4,8,9,1,0,100.0,3
11.9,8,6,4,9.9,5,15,9.9,7,1,1,4,0,0,100.0,3
10.8,4,6,3,3.7,3,17,7.9,4,5,7,10,1,1,98.6,3
11.2,12,2,5,5.8,1,8,9.7,6,8,6,4,2,0,99.0,3
2.1,6,8,7,3.4,5,11,4.0,9,7,2,6,1,1,100.0,3
7.0,9,3,8,8.7,3,18,7.4,3,5,9,8,2,0,45.1,1
7.8,1,7,2,3.6,0,17,6.1,8,3,5,7,0,2,100.0,3
2.2,13,5,7,7.7,2,4,2.2,7,1,2,4,0,0,91.1,3
5.1,13,3,1,3.4,1,1,9.1,4,7,3,4,1,1,100.0,3
11.1,4,1,7,7.7,6,6,7.4,10,3,7,5,1,1,58.5,2
3.6,8,8,8,8.9,1,9,4.6,3,4,7,10,2,2,80.5,3
8.4,10,3,2,5.8,7,14,7.2,7,5,10,5,0,0,81.2,3
4.6,2,2,9,6.7,4,6,11.1,10,8,1,1,0,2,92.1,3
2.1,13,1,1,5.8,2,4,11.4,9,7,10,8,0,0,100.0,3
4.9,8,4,6,5.1,1,14,9.4,10,9,4,10,0,0,100.0,3
13.7,13,8,1,8.6,7,19,7.1,3,3,6,5,1,1,100.0,3
11.6,10,3,3,4.9,3,19,8.5,10,10,8,3,1,2,100.0,3
13.5,14,1,6,8.1,1,14,6.0,9,1,3,3,2,2,94.5,3
7.9,5,4,3,4.4,1,9,2.6,8,1,3,4,0,1,80.8,3
3.3,3,9,8,4.7,1,13,6.0,3,10,8,7,1,1,90.1,3
8.6,6,1,5,5.4,4,9,7.9,8,1,8,5,1,2,62.4,2
7.5,7,2,2,7.1,1,16,8.8,4,2,8,1,0,1,42.7,1
12.1,5,9,4,6.2,1,13,13.2,6,2,1,5,1,0,100.0,3
3.2,4,2,9,8.2,4,1,11.1,10,7,8,5,2,2,89.4,3
7.9,5,3,4,4.5,7,15,3.0,2,9,8,6,2,2,63.3,2
3.8,4,7,10,3.1,5,12,3.3,8,8,2,7,0,1,100.0,3
5.9,7,3,10,8.4,2,8,2.3,9,4,9,5,2,0,50.7,1
10.8,0,9,8,8.8,7,6,10.6,7,2,7,2,1,2,73.9,2
7.7,10,6,5,3.4,6,15,10.2,8,3,8,2,2,2,97.8,3
6.5,6,3,10,7.3,5,9,13.8,7,10,2,4,1,0,83.6,3
6.7,14,9,1,5.6,0,8,7.8,10,5,4,1,0,1,100.0,3
7.5,9,1,7,8.6,4,6,11.7,4,9,7,7,0,1,73.0,2
11.4,9,10,3,9.1,4,15,8.5,1,8,6,1,1,1,99.0,3
12.7,10,3,10,9.0,1,8,12.4,3,3,7,3,1,1,64.9,2
13.5,1,1,8,8.4,1,16,10.4,7,9,1,10,2,0,95.5,3
11.4,14,2,3,4.9,6,19,9.4,7,10,8,7,1,0,100.0,3
5.8,13,8,1,8.7,0,6,8.3,3,3,7,6,0,2,100.0,3
10.3,8,7,5,6.7,1,10,10.4,1,10,4,7,1,2,100.0,3
7.3,0,2,2,3.4,3,7,6.5,10,8,1,5,2,0,93.7,3
5.1,10,2,4,6.2,1,6,2.3,9,1,8,8,2,2,83.1,3
12.1,9,9,1,9.6,1,18,1.5,6,4,10,6,1,0,100.0,3
2.5,5,6,9,9.2,3,19,7.2,7,4,7,4,2,1,59.4,2
12.8,8,5,6,3.7,0,11,8.8,1,6,8,1,2,0,81.8,3
7.5,0,10,8,8.2,3,6,2.0,1,2,10,2,0,0,26.4,0
9.6,3,6,4,8.6,4,7,4.7,4,7,1,6,1,2,78.4,3
9.9,3,9,9,4.9,3,6,5.2,7,5,5,4,0,0,100.0,3
12.7,14,7,2,6.3,2,5,8.3,8,10,9,3,0,1,100.0,3
9.6,8,10,9,8.0,4,8,4.6,10,6,5,7,2,1,100.0,3
9.4,10,10,5,6.1,1,12,2.2,9,6,10,7,0,2,100.0,3
2.8,4,9,6,3.8,6,6,3.1,1,6,3,2,1,2,77.0,3
8.2,4,4,3,7.9,4,7,3.3,4,10,9,8,1,0,62.9,2
3.8,5,2,4,9.4,0,16,12.0,4,8,9,1,1,2,60.4,2
10.8,0,8,6,7.6,0,16,4.7,3,10,4,10,0,1,98.1,3
8.1,0,4,7,8.4,3,15,10.3,7,4,4,7,1,2,80.4,3
10.2,14,9,1,5.5,4,1,8.4,1,10,8,10,1,2,100.0,3
2.5,8,4,7,4.3,1,7,13.7,9,8,7,1,0,1,100.0,3
3.0,2,8,1,7.5,0,16,4.5,8,9,5,3,0,0,100.0,3
10.6,3,9,5,5.3,5,12,3.1,2,4,6,3,0,0,58.3,2
2.9,0,9,6,9.0,1,17,1.7,2,1,3,10,0,2,69.6,2
2.9,8,10,2,3.9,5,9,4.1,8,3,6,2,2,1,97.2,3
2.1,14,4,10,6.0,2,1,9.9,1,1,8,10,0,1,67.6,2
13.5,7,1,9,5.8,5,1,2.1,7,7,10,5,0,1,65.9,2
10.9,1,3,10,9.6,7,13,4.2,9,1,9,4,1,0,25.2,0
6.2,7,9,6,4.1,0,15,12.1,3,4,3,6,1,1,100.0,3
5.6,14,4,7,3.1,3,6,8.6,7,1,8,2,0,1,79.8,3
6.2,6,5,10,4.7,2,11,1.9,6,2,3,4,0,0,68.8,2
11.3,10,7,8,8.7,4,13,1.6,7,1,2,7,0,1,100.0,3
9.9,5,5,10,4.5,1,3,1.8,7,5,5,1,1,0,74.8,2
4.2,0,4,1,4.7,0,3,13.2,10,7,4,3,1,2,100.0,3
4.1,14,2,8,3.9,2,17,12.0,1,3,5,1,0,2,68.3,2
3.2,6,2,4,8.0,2,2,12.0,3,8,6,2,1,2,77.0,3
9.9,9,4,10,3.5,7,0,13.0,10,5,3,9,1,2,100.0,3
11.2,6,10,8,5.3,0,16,7.6,1,5,1,10,0,2,100.0,3
5.2,12,10,6,5.0,4,6,4.2,5,5,4,5,1,0,100.0,3
2.3,13,9,9,6.9,4,15,6.2,3,8,6,4,0,0,91.9,3
3.0,8,8,4,8.1,3,4,10.3,1,2,2,4,2,0,78.4,3
13.6,0,3,2,6.7,6,18,12.4,2,2,2,8,2,1,61.3,2
5.5,1,9,2,9.5,5,6,6.7,10,8,1,3,2,2,100.0,3
11.2,10,5,5,9.7,4,13,8.0,5,9,9,4,1,1,91.0,3
9.5,8,3,10,5.5,7,1,13.1,3,10,3,2,2,1,85.0,3
6.6,12,5,9,8.4,3,2,2.4,6,10,2,6,1,1,100.0,3
4.5,8,10,3,8.2,5,16,12.2,9,2,4,9,0,2,100.0,3
3.5,12,4,8,9.3,2,15,3.1,6,4,6,4,2,1,69.7,2
9.4,5,8,4,6.1,0,7,7.3,2,8,1,6,1,2,100.0,3
11.3,5,5,6,6.7,4,17,3.8,2,2,9,4,2,2,34.4,1
9.7,3,10,10,5.9,3,14,8.8,8,4,9,2,1,2,86.5,3
8.4,3,8,6,9.0,2,6,8.3,8,10,8,6,1,1,100.0,3
2.5,4,9,3,4.6,4,8,5.9,6,1,6,7,0,2,95.7,3
13.6,2,4,5,4.7,1,5,12.2,10,2,4,4,1,2,100.0,3
11.6,0,7,3,5.6,6,17,9.6,7,7,2,7,1,0,100.0,3
5.5,14,2,1,4.6,2,17,10.4,1,1,8,8,2,1,73.4,2
13.8,0,6,7,6.9,7,13,3.0,9,1,7,3,0,0,66.4,2
9.2,11,8,4,3.9,7,13,12.5,5,2,4,2,1,0,100.0,3
9.0,14,7,7,5.2,4,13,3.2,9,4,3,5,2,1,100.0,3
11.0,12,7,3,9.4,7,3,3.9,2,7,6,2,0,0,88.7,3
11.7,6,8,5,5.9,2,3,2.7,8,4,1,10,1,2,100.0,3
9.9,0,7,5,8.2,0,14,6.7,7,5,2,5,2,0,81.8,3
3.5,0,5,2,3.8,0,14,12.5,4,4,7,10,0,0,82.5,3
6.1,2,7,10,4.7,6,17,4.3,3,4,3,6,0,2,64.1,2
13.1,9,10,2,8.7,0,13,5.9,4,9,1,8,0,0,100.0,3
4.7,14,3,4,8.3,5,0,12.0,4,6,2,6,0,2,100.0,3
6.5,3,5,4,5.7,1,9,9.0,10,3,10,4,1,1,68.3,2
7.2,3,7,4,9.7,0,19,10.8,10,6,10,3,1,0,96.0,3
7.3,1,9,6,9.4,7,9,3.8,8,7,9,2,0,1,67.4,2
9.4,0,2,2,9.7,1,9,10.3,4,7,7,1,0,0,53.3,1
13.3,2,4,6,6.0,0,1,4.0,5,8,7,2,1,2,94.2,3
4.9,10,7,7,4.4,5,7,13.8,2,4,10,2,2,0,60.1,2
3.5,3,1,10,7.4,7,0,8.3,4,1,8,5,0,1,22.1,0
4.4,2,2,3,7.8,2,0,10.0,7,6,8,9,1,2,89.8,3
12.6,7,9,8,3.9,4,3,2.5,3,8,9,1,1,2,100.0,3
9.7,13,10,2,8.5,4,6,4.3,1,5,2,4,2,1,100.0,3
5.4,9,7,8,3.1,0,8,2.8,8,3,8,10,1,1,100.0,3
11.8,0,10,5,6.4,4,15,6.1,8,4,8,7,0,0,100.0,3
12.3,13,7,2,5.3,0,4,4.7,6,8,5,10,1,0,100.0,3
12.2,1,6,7,8.2,0,1,10.5,7,6,5,3,0,2,100.0,3
13.0,12,3,2,5.2,7,10,2.4,10,5,4,8,1,1,100.0,3
5.0,6,10,6,8.8,6,17,10.8,2,9,5,3,0,1,93.1,3
11.1,3,3,10,7.2,3,18,1.6,5,10,2,8,0,0,78.8,3
7.5,7,2,3,8.6,3,12,3.6,7,3,2,2,1,0,54.5,1
12.1,10,6,9,9.9,6,10,11.3,9,7,5,5,0,2,100.0,3
10.7,12,4,3,7.8,3,19,10.7,1,9,3,4,1,1,95.0,3
11.3,2,5,3,9.9,1,18,7.2,3,4,1,9,1,1,79.7,3
9.9,5,3,5,3.2,3,16,1.6,6,10,9,3,1,1,79.5,3
4.1,8,6,7,5.4,0,4,8.9,7,10,2,5,0,1,100.0,3
8.5,0,3,8,3.8,5,12,6.3,6,3,10,10,1,0,51.3,1
13.8,0,8,7,4.8,5,19,5.1,1,1,2,9,2,0,75.4,3
13.2,7,9,9,8.9,2,0,9.3,4,9,4,6,0,0,100.0,3
2.5,2,4,5,3.2,7,9,6.7,6,1,2,2,2,2,61.9,2
4.0,4,9,10,6.6,3,7,2.2,8,2,7,1,2,1,63.6,2
3.6,0,7,3,7.0,5,7,12.9,10,9,10,1,2,0,83.6,3
10.7,4,3,6,6.9,3,18,11.1,4,5,1,7,2,1,74.0,2
11.8,10,7,5,6.3,7,5,1.7,7,4,2,2,1,0,100.0,3
4.6,5,1,4,8.5,2,11,7.8,3,9,5,7,2,2,58.7,2
8.1,7,3,2,3.9,5,6,2.1,8,9,2,1,0,0,100.0,3
12.1,12,6,7,5.2,0,15,11.9,1,2,9,4,2,2,91.2,3
10.8,13,4,5,7.3,1,8,9.0,4,3,4,10,2,1,100.0,3
8.5,2,7,4,7.8,6,9,3.2,8,3,9,4,2,0,62.8,2
9.1,2,3,8,5.8,6,9,1.3,10,5,1,5,1,0,77.6,3
8.1,11,1,9,9.1,6,9,1.4,4,3,1,10,2,0,50.0,1
5.6,10,9,9,5.9,3,19,7.6,2,10,1,1,2,1,99.3,3
8.8,10,6,3,5.8,5,15,10.5,2,6,4,7,2,2,100.0,3
10.3,9,8,3,3.3,7,0,2.6,4,2,9,2,0,2,100.0,3
12.5,8,3,5,6.9,7,16,3.9,4,6,8,2,1,0,49.6,1
9.6,3,8,5,8.0,5,13,5.3,2,6,7,8,1,1,59.2,2
11.1,14,2,10,3.8,2,18,3.8,7,2,1,9,1,2,100.0,3
3.9,3,4,2,5.1,0,16,6.1,6,6,3,6,0,2,94.7,3
7.5,11,3,1,8.5,4,13,8.3,3,6,9,1,2,2,64.6,2
2.1,6,10,8,5.6,5,7,9.9,8,6,9,1,0,2,100.0,3
5.0,1,1,3,4.7,1,8,13.5,8,5,5,7,1,2,93.9,3
10.7,7,7,1,7.7,2,7,13.1,1,7,6,8,1,0,100.0,3
13.9,5,10,1,4.4,5,12,8.4,3,5,6,3,1,0,100.0,3
3.2,2,2,2,9.3,5,16,10.5,5,1,10,9,0,0,47.5,1
6.8,8,4,6,3.7,2,18,13.4,2,9,4,4,1,2,97.5,3
11.6,4,9,6,7.9,2,6,2.1,5,3,1,4,2,2,100.0,3
4.4,7,6,3,6.5,3,16,1.1,10,2,5,3,0,2,97.0,3
8.7,6,8,4,9.1,5,0,1.4,3,10,1,8,2,0,100.0,3
10.8,13,2,2,3.9,4,4,8.3,9,6,1,9,1,2,100.0,3
9.4,7,7,2,7.7,1,5,10.9,1,8,5,1,1,0,94.8,3
4.3,6,6,7,7.0,0,1,5.8,4,2,5,2,0,2,72.3,2
6.3,2,9,1,6.4,0,15,8.1,10,4,7,1,2,0,91.9,3
11.4,1,7,7,6.4,4,4,7.7,6,2,2,4,0,1,83.9,3
8.7,6,1,1,8.1,7,4,2.2,9,9,6,10,2,2,97.5,3
2.1,2,8,6,9.6,2,11,5.2,3,10,2,7,1,2,97.1,3
11.1,2,10,3,3.6,2,2,1.3,3,2,10,7,0,0,98.0,3
2.4,1,3,8,3.1,7,15,2.4,5,10,5,6,0,2,76.2,3
10.9,3,2,6,8.6,2,5,11.6,7,2,4,5,2,0,68.9,2
4.4,7,3,2,3.8,7,14,11.8,5,5,10,4,1,0,69.3,2
13.5,11,6,8,9.9,5,14,11.4,8,5,5,8,1,1,100.0,3
6.4,0,3,5,7.3,7,15,10.4,5,7,2,7,2,1,56.2,2
5.9,0,10,8,7.6,2,19,11.3,7,1,8,10,2,2,91.1,3
3.8,11,5,8,4.4,2,12,9.7,6,2,8,1,2,2,90.6,3
5.7,13,6,6,4.7,5,11,9.7,10,6,6,6,2,0,100.0,3
12.5,4,8,2,7.6,7,9,9.7,2,2,3,2,2,0,65.9,2
14.0,10,7,8,9.4,5,13,7.7,3,4,4,4,1,0,94.3,3
6.4,4,8,6,9.9,4,1,5.7,4,10,1,5,1,0,100.0,3
7.4,10,3,6,4.4,3,2,10.5,5,6,9,8,0,2,100.0,3
10.7,11,4,8,3.9,5,8,4.9,9,7,10,6,1,1,94.0,3
12.6,0,6,1,3.4,1,10,8.1,6,10,5,2,2,2,100.0,3
9.1,5,7,2,9.1,2,10,6.6,1,5,8,5,1,2,68.4,2
6.7,0,9,9,5.1,3,9,4.6,3,8,3,5,1,2,86.5,3
7.0,4,1,8,3.0,0,13,13.7,7,6,4,6,1,1,92.9,3
10.3,8,8,7,4.6,4,8,4.4,8,5,4,1,0,2,100.0,3
2.0,11,8,7,5.4,7,19,5.0,7,4,8,8,0,1,96.6,3
9.4,13,6,5,9.9,3,9,3.1,5,6,9,3,2,0,77.7,3
6.3,4,4,2,6.7,5,8,11.7,10,6,3,5,2,2,100.0,3
11.5,5,3,6,4.4,2,4,8.6,8,6,7,7,0,0,100.0,3
3.1,7,3,10,5.3,2,7,9.0,9,1,9,3,1,0,51.0,1
9.1,10,6,3,5.3,2,10,11.7,7,6,2,10,1,0,100.0,3
7.8,0,8,4,3.1,3,0,5.5,9,1,4,6,0,2,100.0,3
9.7,13,7,10,3.9,2,9,3.5,1,5,3,5,2,0,83.2,3
2.8,1,1,2,7.9,5,0,3.6,9,7,8,7,1,2,69.5,2
9.0,8,6,2,3.8,7,6,10.5,3,1,4,10,2,0,98.3,3
8.7,2,7,8,4.6,3,13,9.0,6,1,9,3,1,2,58.1,2
8.7,5,7,8,5.5,2,4,3.7,8,6,1,2,2,2,100.0,3
9.2,4,9,10,8.3,0,16,2.9,3,7,1,4,1,2,87.9,3
10.1,10,10,6,7.1,0,5,2.6,4,6,4,3,2,0,100.0,3
11.7,1,5,5,7.8,1,15,9.2,7,5,3,4,2,2,99.0,3
5.2,13,1,8,7.0,2,10,1.0,7,6,3,7,2,0,87.4,3
11.9,14,2,4,7.8,2,9,1.2,4,3,10,5,0,1,63.6,2
8.0,6,4,4,3.0,3,14,6.1,9,9,2,4,2,0,100.0,3
2.9,3,5,5,9.5,3,6,10.0,3,5,10,6,0,0,50.8,1
2.7,0,9,1,3.8,6,1,10.0,8,2,10,7,0,2,100.0,3
6.0,12,1,1,5.8,7,11,6.6,8,10,2,5,2,0,100.0,3
11.4,3,3,2,8.4,2,18,10.0,4,10,8,7,0,1,88.2,3
10.5,5,5,8,6.0,1,11,7.8,7,7,1,3,0,2,100.0,3
11.5,6,3,7,9.6,7,15,13.7,4,3,8,7,0,0,69.2,2
8.2,14,4,10,6.3,2,5,3.1,1,1,10,3,1,0,32.3,1
7.3,6,3,9,9.1,7,2,8.8,1,3,3,6,2,2,56.9,2
3.8,13,4,5,8.7,5,1,7.4,1,9,2,8,0,2,100.0,3
5.9,6,1,2,9.9,3,19,3.5,2,5,9,6,2,0,30.3,1
7.2,2,8,7,9.5,2,4,10.7,6,7,5,10,0,0,100.0,3
3.1,5,4,8,9.3,7,10,4.6,10,3,5,3,2,2,55.5,2
4.6,12,7,7,8.1,3,2,6.0,5,4,6,5,0,2,100.0,3
9.2,7,2,7,5.6,2,2,5.9,2,1,4,9,1,1,57.6,2
10.8,3,2,5,3.7,4,4,4.2,8,3,7,8,1,1,78.8,3
14.0,12,6,2,7.8,3,10,6.6,9,7,7,6,1,1,100.0,3
13.2,7,2,6,9.9,7,2,7.2,7,4,9,9,0,2,98.0,3
9.7,1,6,4,8.1,1,12,10.7,9,2,6,2,2,2,81.0,3
7.1,14,2,10,9.5,4,7,10.9,4,5,1,9,0,2,100.0,3
9.6,9,4,2,8.6,5,19,3.1,7,5,9,10,1,0,85.2,3
11.4,8,7,9,4.1,2,9,8.7,5,2,10,10,0,2,98.5,3
3.4,8,8,7,4.7,6,1,12.7,5,6,9,6,2,0,100.0,3
6.9,7,3,6,5.4,5,3,2.4,3,10,5,9,1,2,83.5,3
12.1,9,9,5,4.2,3,17,7.1,9,4,7,4,0,2,100.0,3
6.6,13,2,3,7.1,4,18,10.8,10,1,1,5,2,0,97.8,3
8.9,12,8,10,9.8,5,3,8.9,5,3,4,2,1,2,91.8,3
9.1,9,8,10,8.3,1,19,2.3,6,9,10,3,2,2,87.8,3
4.2,0,4,4,6.0,6,8,6.2,3,10,4,1,2,2,64.6,2
6.3,1,1,3,3.0,3,15,7.6,10,7,5,4,1,1,91.6,3
6.0,5,1,8,5.2,4,5,13.9,7,6,6,2,0,2,74.4,2
2.3,9,2,3,6.7,5,3,3.3,9,1,4,2,0,0,74.5,2
2.3,4,9,7,5.3,4,8,13.8,9,9,6,1,0,0,100.0,3
12.0,11,2,7,3.8,4,12,5.9,10,9,10,10,0,0,100.0,3
5.3,13,2,7,6.1,5,8,3.6,10,1,7,2,2,2,70.9,2
8.2,8,6,7,4.8,0,5,6.4,5,6,3,4,0,0,100.0,3
5.6,4,7,2,9.4,2,18,9.0,7,7,9,6,0,1,96.9,3
13.3,1,7,10,3.7,7,13,3.8,3,2,8,7,2,0,58.7,2
5.1,9,9,3,3.3,3,14,4.8,6,10,1,7,2,2,100.0,3
7.2,3,6,10,3.0,3,2,12.1,8,8,2,7,1,1,100.0,3
12.5,8,8,9,5.3,6,4,14.0,8,8,2,4,2,0,100.0,3
12.1,0,6,3,7.6,6,17,5.1,2,6,10,5,1,1,41.4,1
4.2,10,2,2,8.1,6,13,2.9,6,9,9,3,1,0,56.9,2
11.6,0,1,9,6.2,3,15,11.3,7,3,9,1,0,2,50.2,1
7.5,11,5,10,7.8,4,13,8.8,7,2,9,8,0,1,74.6,2
7.8,6,9,9,5.5,6,8,2.3,3,2,1,10,0,0,82.1,3
3.6,10,8,4,7.7,5,14,13.3,9,6,7,7,2,0,100.0,3
3.0,2,4,9,3.3,2,6,2.0,2,7,3,9,2,1,61.5,2
10.7,9,5,3,5.7,1,13,9.1,3,6,9,10,0,1,100.0,3
8.0,1,5,7,8.5,3,5,6.5,2,3,8,4,0,1,38.0,1
7.2,8,6,7,8.6,5,14,8.2,9,5,3,5,2,1,89.2,3
10.8,2,3,8,8.0,2,19,3.8,4,8,1,5,1,0,62.6,2
11.2,1,5,10,4.4,2,7,9.9,2,6,9,7,1,0,61.9,2
3.9,11,2,4,4.7,0,1,13.5,3,2,10,9,0,0,95.6,3
9.3,7,10,3,10.0,7,7,7.0,4,7,1,8,0,2,100.0,3
3.6,9,1,3,3.7,5,0,7.8,10,8,3,7,0,1,100.0,3
11.0,5,1,5,4.3,3,16,4.1,6,4,6,1,1,0,55.1,2
9.9,5,10,1,3.9,6,18,12.6,5,1,6,10,0,1,100.0,3
13.5,9,7,10,5.3,4,4,13.6,3,2,10,6,1,1,93.7,3
2.8,10,2,3,4.5,6,19,11.2,10,4,4,10,2,0,100.0,3
2.7,6,4,6,6.5,2,15,8.1,8,7,2,9,2,1,100.0,3
5.4,6,5,3,6.3,2,6,13.4,8,2,10,7,2,1,87.4,3
